UA,UANAME,ZCTA5
99999,Not in a 2010 urban area,46804
31087,"Fort Wayne, IN Urbanized Area",46803
31087,"Fort Wayne, IN Urbanized Area",46802
99999,Not in a 2010 urban area,46799
31087,"Fort Wayne, IN Urbanized Area",46798
99999,Not in a 2010 urban area,46798
99999,Not in a 2010 urban area,46797
99999,Not in a 2010 urban area,46795
99999,Not in a 2010 urban area,46794
4060,"Auburn, IN Urban Cluster",46793
99999,Not in a 2010 urban area,46793
99999,Not in a 2010 urban area,46792
99999,Not in a 2010 urban area,46791
99999,Not in a 2010 urban area,46788
99999,Not in a 2010 urban area,46787
99999,Not in a 2010 urban area,46786
99999,Not in a 2010 urban area,46785
99999,Not in a 2010 urban area,46784
31087,"Fort Wayne, IN Urbanized Area",46783
99999,Not in a 2010 urban area,46783
99999,Not in a 2010 urban area,46781
2548,"Angola, IN Urban Cluster",46779
99999,Not in a 2010 urban area,46779
66214,"Ossian, IN Urban Cluster",46777
99999,Not in a 2010 urban area,46777
2548,"Angola, IN Urban Cluster",46776
99999,Not in a 2010 urban area,46776
31087,"Fort Wayne, IN Urbanized Area",46774
99999,Not in a 2010 urban area,46774
99999,Not in a 2010 urban area,46773
99999,Not in a 2010 urban area,46772
99999,Not in a 2010 urban area,46771
99999,Not in a 2010 urban area,46770
49717,"Ligonier, IN Urban Cluster",46767
99999,Not in a 2010 urban area,46767
99999,Not in a 2010 urban area,46766
31087,"Fort Wayne, IN Urbanized Area",46765
99999,Not in a 2010 urban area,46765
99999,Not in a 2010 urban area,46764
99999,Not in a 2010 urban area,46763
46261,"Lagrange, IN Urban Cluster",46761
99999,Not in a 2010 urban area,46761
99999,Not in a 2010 urban area,46760
99999,Not in a 2010 urban area,46759
44371,"Kendallville, IN Urban Cluster",46755
99999,Not in a 2010 urban area,46755
40726,"Huntington, IN Urban Cluster",46750
99999,Not in a 2010 urban area,46750
31087,"Fort Wayne, IN Urbanized Area",46748
99999,Not in a 2010 urban area,46748
99999,Not in a 2010 urban area,46747
99999,Not in a 2010 urban area,46746
99999,Not in a 2010 urban area,46745
99999,Not in a 2010 urban area,46743
99999,Not in a 2010 urban area,46742
31087,"Fort Wayne, IN Urbanized Area",46741
99999,Not in a 2010 urban area,46741
7246,"Berne, IN Urban Cluster",46740
99999,Not in a 2010 urban area,46740
4060,"Auburn, IN Urban Cluster",46738
99999,Not in a 2010 urban area,46738
2548,"Angola, IN Urban Cluster",46737
99999,Not in a 2010 urban area,46737
22744,"Decatur, IN Urban Cluster",46733
99999,Not in a 2010 urban area,46733
86275,"Syracuse, IN Urban Cluster",46732
99999,Not in a 2010 urban area,46732
99999,Not in a 2010 urban area,46731
99999,Not in a 2010 urban area,46730
19018,"Columbia City, IN Urban Cluster",46725
31087,"Fort Wayne, IN Urbanized Area",46725
99999,Not in a 2010 urban area,46725
99999,Not in a 2010 urban area,46723
11944,"Butler, IN Urban Cluster",46721
99999,Not in a 2010 urban area,46721
8542,"Bluffton, IN Urban Cluster",46714
99999,Not in a 2010 urban area,46714
7246,"Berne, IN Urban Cluster",46711
99999,Not in a 2010 urban area,46711
99999,Not in a 2010 urban area,46710
4060,"Auburn, IN Urban Cluster",46706
99999,Not in a 2010 urban area,46706
99999,Not in a 2010 urban area,46705
99999,Not in a 2010 urban area,46704
2548,"Angola, IN Urban Cluster",46703
99999,Not in a 2010 urban area,46703
99999,Not in a 2010 urban area,46702
99999,Not in a 2010 urban area,46701
83116,"South Bend, IN--MI Urbanized Area",46637
99999,Not in a 2010 urban area,46637
83116,"South Bend, IN--MI Urbanized Area",46635
83116,"South Bend, IN--MI Urbanized Area",46628
99999,Not in a 2010 urban area,46628
83116,"South Bend, IN--MI Urbanized Area",46619
99999,Not in a 2010 urban area,46619
83116,"South Bend, IN--MI Urbanized Area",46617
83116,"South Bend, IN--MI Urbanized Area",46616
83116,"South Bend, IN--MI Urbanized Area",46615
83116,"South Bend, IN--MI Urbanized Area",46614
99999,Not in a 2010 urban area,46614
83116,"South Bend, IN--MI Urbanized Area",46613
83116,"South Bend, IN--MI Urbanized Area",46601
99999,Not in a 2010 urban area,46595
91999,"Warsaw, IN Urban Cluster",46590
99999,Not in a 2010 urban area,46590
63892,"North Webster, IN Urban Cluster",46582
91999,"Warsaw, IN Urban Cluster",46582
99999,Not in a 2010 urban area,46582
91999,"Warsaw, IN Urban Cluster",46580
99999,Not in a 2010 urban area,46580
91351,"Walkerton, IN Urban Cluster",46574
99999,Not in a 2010 urban area,46574
99999,Not in a 2010 urban area,46573
99999,Not in a 2010 urban area,46571
99999,Not in a 2010 urban area,46570
86275,"Syracuse, IN Urban Cluster",46567
99999,Not in a 2010 urban area,46567
99999,Not in a 2010 urban area,46565
70291,"Plymouth, IN Urban Cluster",46563
99999,Not in a 2010 urban area,46563
63892,"North Webster, IN Urban Cluster",46562
91999,"Warsaw, IN Urban Cluster",46562
99999,Not in a 2010 urban area,46562
26794,"Elkhart, IN--MI Urbanized Area",46561
83116,"South Bend, IN--MI Urbanized Area",46561
99999,Not in a 2010 urban area,46561
83116,"South Bend, IN--MI Urbanized Area",46556
63892,"North Webster, IN Urban Cluster",46555
99999,Not in a 2010 urban area,46555
99999,Not in a 2010 urban area,46554
26794,"Elkhart, IN--MI Urbanized Area",46553
99999,Not in a 2010 urban area,46553
62056,"New Carlisle, IN Urban Cluster",46552
99999,Not in a 2010 urban area,46552
61111,"Nappanee, IN Urban Cluster",46550
99999,Not in a 2010 urban area,46550
83116,"South Bend, IN--MI Urbanized Area",46545
99999,Not in a 2010 urban area,46545
83116,"South Bend, IN--MI Urbanized Area",46544
99999,Not in a 2010 urban area,46544
99999,Not in a 2010 urban area,46543
86275,"Syracuse, IN Urban Cluster",46542
99999,Not in a 2010 urban area,46542
56710,"Middlebury, IN Urban Cluster",46540
99999,Not in a 2010 urban area,46540
99999,Not in a 2010 urban area,46539
63892,"North Webster, IN Urban Cluster",46538
91999,"Warsaw, IN Urban Cluster",46538
99999,Not in a 2010 urban area,46538
99999,Not in a 2010 urban area,46537
99999,Not in a 2010 urban area,46536
45586,"Knox, IN Urban Cluster",46534
99999,Not in a 2010 urban area,46534
99999,Not in a 2010 urban area,46532
99999,Not in a 2010 urban area,46531
83116,"South Bend, IN--MI Urbanized Area",46530
99999,Not in a 2010 urban area,46530
26794,"Elkhart, IN--MI Urbanized Area",46528
99999,Not in a 2010 urban area,46528
26794,"Elkhart, IN--MI Urbanized Area",46526
99999,Not in a 2010 urban area,46526
91999,"Warsaw, IN Urban Cluster",46524
99999,Not in a 2010 urban area,46524
26794,"Elkhart, IN--MI Urbanized Area",46517
99999,Not in a 2010 urban area,46517
26794,"Elkhart, IN--MI Urbanized Area",46516
99999,Not in a 2010 urban area,46516
26794,"Elkhart, IN--MI Urbanized Area",46514
83116,"South Bend, IN--MI Urbanized Area",46514
99999,Not in a 2010 urban area,46514
99999,Not in a 2010 urban area,46511
99999,Not in a 2010 urban area,46510
99999,Not in a 2010 urban area,46508
26794,"Elkhart, IN--MI Urbanized Area",46507
99999,Not in a 2010 urban area,46507
9919,"Bremen, IN Urban Cluster",46506
99999,Not in a 2010 urban area,46506
99999,Not in a 2010 urban area,46504
91999,"Warsaw, IN Urban Cluster",46502
99999,Not in a 2010 urban area,46501
16264,"Chicago, IL--IN Urbanized Area",46410
99999,Not in a 2010 urban area,46410
16264,"Chicago, IL--IN Urbanized Area",46409
16264,"Chicago, IL--IN Urbanized Area",46408
16264,"Chicago, IL--IN Urbanized Area",46407
16264,"Chicago, IL--IN Urbanized Area",46406
16264,"Chicago, IL--IN Urbanized Area",46405
16264,"Chicago, IL--IN Urbanized Area",46404
16264,"Chicago, IL--IN Urbanized Area",46403
99999,Not in a 2010 urban area,46403
16264,"Chicago, IL--IN Urbanized Area",46402
16264,"Chicago, IL--IN Urbanized Area",46394
99999,Not in a 2010 urban area,46394
16264,"Chicago, IL--IN Urbanized Area",46393
99999,Not in a 2010 urban area,46393
99999,Not in a 2010 urban area,46392
94564,"Westville, IN Urban Cluster",46391
99999,Not in a 2010 urban area,46391
99999,Not in a 2010 urban area,46390
16264,"Chicago, IL--IN Urbanized Area",46385
81701,"Shorewood Forest, IN Urban Cluster",46385
99999,Not in a 2010 urban area,46385
16264,"Chicago, IL--IN Urbanized Area",46383
99999,Not in a 2010 urban area,46383
99999,Not in a 2010 urban area,46382
99999,Not in a 2010 urban area,46381
99999,Not in a 2010 urban area,46379
99999,Not in a 2010 urban area,46377
99999,Not in a 2010 urban area,46376
16264,"Chicago, IL--IN Urbanized Area",46375
99999,Not in a 2010 urban area,46374
16264,"Chicago, IL--IN Urbanized Area",46373
99999,Not in a 2010 urban area,46373
99999,Not in a 2010 urban area,46371
16264,"Chicago, IL--IN Urbanized Area",46368
99999,Not in a 2010 urban area,46368
99999,Not in a 2010 urban area,46366
99999,Not in a 2010 urban area,46365
56656,"Michigan City--La Porte, IN--MI Urbanized Area",46360
99999,Not in a 2010 urban area,46360
16264,"Chicago, IL--IN Urbanized Area",46356
51796,"Lowell, IN Urban Cluster",46356
99999,Not in a 2010 urban area,46356
56656,"Michigan City--La Porte, IN--MI Urbanized Area",46350
94564,"Westville, IN Urban Cluster",46350
99999,Not in a 2010 urban area,46350
99999,Not in a 2010 urban area,46349
99999,Not in a 2010 urban area,46348
99999,Not in a 2010 urban area,46347
99999,Not in a 2010 urban area,46346
99999,Not in a 2010 urban area,46345
16264,"Chicago, IL--IN Urbanized Area",46342
81701,"Shorewood Forest, IN Urban Cluster",46342
99999,Not in a 2010 urban area,46342
16264,"Chicago, IL--IN Urbanized Area",46341
38134,"Hebron, IN Urban Cluster",46341
99999,Not in a 2010 urban area,46341
99999,Not in a 2010 urban area,46340
16264,"Chicago, IL--IN Urbanized Area",46327
16264,"Chicago, IL--IN Urbanized Area",46324
16264,"Chicago, IL--IN Urbanized Area",46323
16264,"Chicago, IL--IN Urbanized Area",46322
16264,"Chicago, IL--IN Urbanized Area",46321
16264,"Chicago, IL--IN Urbanized Area",46320
99999,Not in a 2010 urban area,46320
16264,"Chicago, IL--IN Urbanized Area",46319
16264,"Chicago, IL--IN Urbanized Area",46312
16264,"Chicago, IL--IN Urbanized Area",46311
99999,Not in a 2010 urban area,46311
23392,"De Motte, IN Urban Cluster",46310
99999,Not in a 2010 urban area,46310
16264,"Chicago, IL--IN Urbanized Area",46307
99999,Not in a 2010 urban area,46307
16264,"Chicago, IL--IN Urbanized Area",46304
99999,Not in a 2010 urban area,46304
16264,"Chicago, IL--IN Urbanized Area",46303
99999,Not in a 2010 urban area,46303
99999,Not in a 2010 urban area,46301
41212,"Indianapolis, IN Urbanized Area",46290
41212,"Indianapolis, IN Urbanized Area",46280
41212,"Indianapolis, IN Urbanized Area",46278
99999,Not in a 2010 urban area,46278
41212,"Indianapolis, IN Urbanized Area",46268
41212,"Indianapolis, IN Urbanized Area",46260
41212,"Indianapolis, IN Urbanized Area",46259
99999,Not in a 2010 urban area,46259
41212,"Indianapolis, IN Urbanized Area",46256
41212,"Indianapolis, IN Urbanized Area",46254
99999,Not in a 2010 urban area,46254
41212,"Indianapolis, IN Urbanized Area",46250
41212,"Indianapolis, IN Urbanized Area",46241
99999,Not in a 2010 urban area,46241
41212,"Indianapolis, IN Urbanized Area",46240
41212,"Indianapolis, IN Urbanized Area",46239
99999,Not in a 2010 urban area,46239
41212,"Indianapolis, IN Urbanized Area",46237
41212,"Indianapolis, IN Urbanized Area",46236
41212,"Indianapolis, IN Urbanized Area",46235
99999,Not in a 2010 urban area,46235
41212,"Indianapolis, IN Urbanized Area",46234
99999,Not in a 2010 urban area,46234
41212,"Indianapolis, IN Urbanized Area",46231
99999,Not in a 2010 urban area,46231
41212,"Indianapolis, IN Urbanized Area",46229
41212,"Indianapolis, IN Urbanized Area",46228
41212,"Indianapolis, IN Urbanized Area",46227
41212,"Indianapolis, IN Urbanized Area",46226
41212,"Indianapolis, IN Urbanized Area",46225
41212,"Indianapolis, IN Urbanized Area",46224
41212,"Indianapolis, IN Urbanized Area",46222
41212,"Indianapolis, IN Urbanized Area",46221
99999,Not in a 2010 urban area,46221
41212,"Indianapolis, IN Urbanized Area",46220
41212,"Indianapolis, IN Urbanized Area",46219
41212,"Indianapolis, IN Urbanized Area",46218
41212,"Indianapolis, IN Urbanized Area",46217
99999,Not in a 2010 urban area,46217
41212,"Indianapolis, IN Urbanized Area",46216
41212,"Indianapolis, IN Urbanized Area",46214
41212,"Indianapolis, IN Urbanized Area",46208
41212,"Indianapolis, IN Urbanized Area",46205
41212,"Indianapolis, IN Urbanized Area",46204
41212,"Indianapolis, IN Urbanized Area",46203
41212,"Indianapolis, IN Urbanized Area",46202
41212,"Indianapolis, IN Urbanized Area",46201
99999,Not in a 2010 urban area,46186
41212,"Indianapolis, IN Urbanized Area",46184
99999,Not in a 2010 urban area,46184
41212,"Indianapolis, IN Urbanized Area",46183
99999,Not in a 2010 urban area,46182
99999,Not in a 2010 urban area,46181
99999,Not in a 2010 urban area,46180
81280,"Shelbyville, IN Urban Cluster",46176
99999,Not in a 2010 urban area,46176
99999,Not in a 2010 urban area,46175
76798,"Rushville, IN Urban Cluster",46173
99999,Not in a 2010 urban area,46173
99999,Not in a 2010 urban area,46172
99999,Not in a 2010 urban area,46171
41212,"Indianapolis, IN Urbanized Area",46168
99999,Not in a 2010 urban area,46168
41212,"Indianapolis, IN Urbanized Area",46167
99999,Not in a 2010 urban area,46167
99999,Not in a 2010 urban area,46166
99999,Not in a 2010 urban area,46165
99999,Not in a 2010 urban area,46164
41212,"Indianapolis, IN Urbanized Area",46163
99999,Not in a 2010 urban area,46163
99999,Not in a 2010 urban area,46162
99999,Not in a 2010 urban area,46161
99999,Not in a 2010 urban area,46160
41212,"Indianapolis, IN Urbanized Area",46158
99999,Not in a 2010 urban area,46158
99999,Not in a 2010 urban area,46157
99999,Not in a 2010 urban area,46156
99999,Not in a 2010 urban area,46155
41212,"Indianapolis, IN Urbanized Area",46151
55225,"Martinsville, IN Urban Cluster",46151
99999,Not in a 2010 urban area,46151
99999,Not in a 2010 urban area,46150
99999,Not in a 2010 urban area,46149
45532,"Knightstown, IN Urban Cluster",46148
99999,Not in a 2010 urban area,46148
99999,Not in a 2010 urban area,46147
99999,Not in a 2010 urban area,46146
99999,Not in a 2010 urban area,46144
41212,"Indianapolis, IN Urbanized Area",46143
99999,Not in a 2010 urban area,46143
41212,"Indianapolis, IN Urbanized Area",46142
99999,Not in a 2010 urban area,46142
41212,"Indianapolis, IN Urbanized Area",46140
99999,Not in a 2010 urban area,46140
34840,"Greencastle, IN Urban Cluster",46135
99999,Not in a 2010 urban area,46135
